Node,Label
39366,3835
39526,584
39537,9
39538,9
39539,9
39540,9
39542,9
39576,2754
39681,876
39840,737
40008,1136
40009,348
40019,2459
40029,3444
40035,16
40104,2141
40110,291
40144,480
40150,366
40152,1480
40204,2157
40254,394
40257,1644
40318,406
40319,485
40326,1510
40330,485
40368,366
40389,1844
40396,151
40443,1672
40507,394
40583,193
40656,3643
40924,1359
40932,94
40935,2071
41015,4477
41045,3475
41056,1235
41073,3231
41105,1774
41151,2802
41185,4804
41190,4804
41233,840
41246,3319
41256,268
41270,1230
41336,749
41377,2583
41404,3379
41520,1480
41697,2710
41702,3355
41743,2022
41775,1498
41783,1473
41803,1676
41885,4147
41947,366
42018,463
42023,4573
42039,369
42046,42
42080,292
42128,661
42131,3379
42149,905
42155,101
42176,1147
42216,3266
42223,179
42283,2681
42284,1991
42346,173
42371,3847
42420,1314
42473,408
42482,1512
42560,1074
42565,44
42617,584
42687,276
42712,184
42714,839
42732,558
42761,112
42769,4921
42805,355
42819,406
42826,1565
42828,2198
42868,65
42888,7
42904,256
42921,1071
42977,821
42999,4198
43038,3232
43061,2390
43137,4197
43171,308
43288,735
43379,408
43424,639
43435,3315
43439,3315
43495,610
43572,2423
43606,1404
43657,945
43658,1437
43798,1888
43881,119
43938,3419
43967,3524
44008,1113
44111,239
44277,2207
44291,805
44312,2591
44315,2670
44355,1365
44363,1488
44417,366
44426,3615
44450,585
44502,354
44514,43
44578,1661
44613,486
44628,586
44688,2591
44696,1056
44770,230
44778,2
44801,4992
44808,1149
44825,1844
44867,26
44908,2143
44945,2473
45028,1235
45101,1091
45104,23
45156,3371
45157,3371
45195,1705
45243,1371
45247,693
45252,415
45287,634
45292,1316
45295,1316
45338,214
45362,408
45393,3108
45422,1321
45501,2859
45548,232
45555,1321
45559,992
45561,408
45600,1785
45625,16
45762,2591
45769,1071
45782,2459
45847,3419
45879,121
45922,737
45978,950
46091,2459
46170,2633
46192,84
46196,2062
46220,686
46279,2459
46300,2084
46365,610
46370,914
46382,1756
46508,408
46510,151
46515,1942
46638,840
46639,2459
46650,1079
46696,1037
46703,269
46711,2772
46728,292
46734,366
46750,438
46754,1417
46774,1001
46901,2016
46977,2450
46990,142
47006,1379
47014,3207
47053,1977
47075,1942
47098,1977
47117,225
47156,1317
47164,992
47207,4198
47276,446
47347,917
47375,198
47395,2048
47403,429
47444,1480
47476,90
47494,3615
47498,285
47521,992
47550,193
47559,406
47626,155
47657,2596
47669,2315
47682,1001
47694,998
47706,3473
47744,738
47750,1001
47768,1399
47797,409
47863,2912
47912,2459
47917,1051
47930,715
47947,332
47961,4357
47988,500
47989,803
48053,145
48086,3445
48099,884
48131,749
48189,1037
48207,3232
48244,1082
48268,476
48340,3389
48359,406
48386,2961
48394,23
48413,507
48445,1495
48448,527
48464,2165
48467,1565
48542,51
48549,803
48550,537
48627,292
48712,864
48718,3668
48720,3668
48721,3668
48815,485
48825,4095
48881,982
48899,2813
48933,2536
48968,2710
49003,2094
49011,366
49035,905
49061,712
49082,1792
49098,34
49148,841
49151,1721
49211,992
49230,5
49243,2290
49247,485
49251,366
49254,2124
49255,914
49268,2290
49271,152
49299,51
49314,547
49330,280
49333,2591
49336,1107
49344,2022
49404,366
49424,408
49502,743
49504,2392
49521,113
49529,84
49608,985
49638,3266
49681,1844
49682,342
49695,297
49697,71
49701,3266
49712,3266
49737,1562
49744,4537
49756,892
49761,738
49820,894
49830,2011
49948,214
49952,4639
49986,950
49996,3870
50037,641
50066,2054
50077,558
50083,1149
50147,608
50157,1404
50167,2527
50197,113
50229,708
50246,3
50303,3445
50313,922
50387,560
50406,224
50459,71
50574,4921
50647,2096
50651,198
50733,1480
50739,2815
50774,1633
50803,468
50856,884
50948,999
50957,217
50982,2
50999,2459
51078,2459
51103,2887
51113,1131
51116,2837
51130,14
51142,2121
51145,2681
51157,408
51162,632
51175,49
51187,1211
51246,1982
51254,4198
51369,606
51371,4369
51382,4369
51393,892
51400,25
51467,4440
51493,375
51511,1362
51601,3186
51603,3186
51607,3186
51609,3186
51611,3186
51613,3186
51614,3186
51615,3186
51616,90
51617,3186
51619,1001
51621,3186
51625,280
51660,1888
51718,3508
51773,905
51830,2165
51882,1365
51893,1141
51902,408
51926,3745
51935,905
51981,3545
52005,1004
52064,749
52092,2968
52159,3582
52177,494
52199,2991
52213,3095
52236,1991
52414,924
52427,2680
52500,408
52511,408
52577,3204
52588,973
52589,532
52602,1024
52657,4009
52665,3534
52693,134
52705,366
52713,1113
52785,408
52787,529
52832,1180
52850,827
52859,1199
52879,1417
52895,406
52939,2275
52944,1001
53000,142
53014,2247
53023,1149
53049,3259
53054,184
53069,4537
53080,1052
53117,738
53198,373
53201,366
53222,905
53293,2583
53331,937
53349,751
53416,2681
53482,2222
53520,319
53522,412
53528,3088
53535,974
53541,1051
53560,1981
53577,515
53596,1141
53638,3643
53654,305
53681,917
53698,2545
53701,1621
53833,4712
53841,1004
53936,4654
53958,446
53978,1316
54044,22
54074,1509
54159,950
54168,821
54178,1457
54182,931
54204,1774
54207,686
54222,659
54237,769
54265,1374
54269,490
54316,547
54336,1496
54363,132
54375,1037
54424,53
54426,14
54528,614
54536,1785
54586,324
54592,14
54603,641
54773,1232
54847,795
54865,2591
54882,142
54892,1997
54908,399
54912,61
54949,2459
54958,999
55017,693
55028,1232
55043,738
55047,3452
55057,807
55107,1574
55243,3845
55312,336
55386,749
55388,749
55457,1865
55464,1545
55481,2991
55491,298
55494,767
55591,295
55637,1286
55648,485
55674,3496
55701,1113
55712,4368
55714,2312
55719,4368
55727,1
55735,969
55884,1230
55907,1082
55931,702
56052,738
56058,2121
56155,1690
56208,894
56222,245
56270,598
56285,606
56335,16
56342,562
56368,2162
56414,3379
56436,3379
56536,2333
56570,982
56590,1395
56618,1379
56630,210
56684,1113
56685,3212
56688,982
56711,207
56713,4198
56773,1194
56822,4921
56913,1510
56946,938
56979,625
57001,2781
57014,1961
57060,562
57062,172
57073,474
57116,155
57136,678
57166,1997
57217,2867
57289,3680
57325,2591
57365,1899
57369,3643
57383,749
57444,713
57455,440
57472,382
57600,2143
57621,1053
57636,1437
57643,3419
57659,1253
57683,2681
57685,3534
57722,562
57748,2961
57824,459
57868,827
57920,234
58088,3808
58209,366
58350,3379
58392,18
58422,1374
58441,1037
58469,113
58514,2445
58522,261
58633,409
58670,1286
58675,7
58742,821
58799,90
58829,738
58848,1227
58875,1498
58894,112
58900,914
58915,2459
58962,1498
58975,2143
58977,2143
58989,353
59093,2247
59102,202
59130,1063
59151,3630
59197,2591
59216,641
59217,2591
59223,3615
59228,1374
59285,408
59313,1748
59509,691
59514,650
59532,408
59577,169
59578,3108
59586,15
59662,1488
59710,1961
59729,4268
59759,408
59771,1835
59813,3365
59821,538
59908,2627
59912,408
60002,3075
60022,15
60074,349
60085,2624
60095,3627
60211,408
60236,2068
60243,117
60316,678
60344,423
60349,738
60351,654
60426,94
60469,1022
60502,267
60508,826
60516,476
60524,577
60549,3250
60559,1003
60593,1543
60606,1680
60607,1680
60613,641
60627,408
60643,1680
60658,1316
60667,433
60683,1963
60708,1025
60709,3949
60779,406
60792,2157
60840,1016
60856,1468
60866,81
60897,1661
60937,1091
60965,922
60967,684
60979,2012
61016,3379
61025,950
61091,1865
61099,1149
61102,754
61118,155
61142,1922
61148,1171
61160,1104
61167,4992
61178,738
61182,446
61195,2048
61308,3115
61337,3128
61405,2633
61530,652
61571,654
61601,751
61602,1132
61731,1149
61872,485
61879,1480
61891,922
61894,4910
61917,1311
61938,751
61963,2459
61988,299
62000,1495
62052,14
62080,945
62113,4111
62163,2459
62164,400
62211,372
62212,1883
62296,2245
62352,4375
62427,2796
62450,2680
62494,872
62523,319
62554,612
62574,1104
62586,767
62603,1004
62648,3926
62649,3926
62692,3808
62738,547
62762,807
62812,1012
62813,175
62816,366
62861,179
62867,173
62889,1498
62919,2426
62937,678
62953,767
62960,2865
62962,1633
62963,992
62992,1236
63045,1230
63076,133
63151,1565
63176,1168
63198,3582
63247,297
63368,2095
63369,866
63371,866
63381,3630
63483,406
63495,914
63557,3232
63572,447
63631,44
63647,1488
63725,1939
63848,294
63856,1232
63867,1317
63874,905
63970,388
64051,41
64131,2062
64191,1252
64252,3186
64259,578
64287,355
64291,184
64313,1562
64429,193
64498,2301
64539,3534
64572,1981
64638,1189
64741,39
64749,1981
64751,2942
64777,480
64808,751
64869,752
64879,408
64882,3845
64999,2121
65000,1981
65002,2016
65004,664
65008,738
65021,169
65047,430
65060,2297
65243,948
65267,94
65296,193
65312,1865
65322,1149
65360,258
65390,1455
65503,3193
65513,948
65534,1244
65561,974
65581,51
65611,3447
65780,3315
65878,230
65886,1189
65985,1561
65997,106
66017,1510
66078,4268
66081,3080
66096,738
66281,247
66284,4921
66324,950
66334,2260
66338,2260
66395,3643
66396,2022
66413,1548
66432,1473
66520,4147
66574,442
66620,1204
66628,1037
66647,292
66653,407
66766,661
66787,905
66791,116
66802,71
66845,1410
66910,193
66912,609
67016,408
67051,173
67055,324
67062,900
67111,2121
67152,750
67186,2377
67190,1690
67221,133
67232,3747
67316,1942
67330,574
67395,738
67407,378
67412,175
67416,2011
67454,355
67464,738
67485,982
67500,1229
67537,1016
67554,1029
67555,1029
67572,408
67586,713
67608,1001
67614,359
67616,359
67617,359
67618,359
67619,359
67627,2591
67649,608
67672,394
67693,3355
67747,1613
67768,214
67777,547
67802,378
67883,2633
67901,3113
67936,25
67958,106
67976,1181
67982,1037
67990,2207
68012,1395
68020,36
68039,1230
68103,3162
68113,320
68116,1565
68127,3623
68131,1649
68136,473
68139,2427
68149,144
68151,3059
68152,2011
68164,1390
68214,198
68257,1981
68266,14
68284,154
68372,4009
68430,691
68431,1171
68489,3419
68576,1545
68582,1612
68613,654
68641,1240
68659,71
68704,1359
68757,1214
68765,2137
68775,40
68779,2445
68823,382
68852,2541
68871,1003
68880,394
68954,1134
68955,713
68969,964
69001,627
69033,136
69059,1080
69083,4024
69201,2459
69216,577
69255,3379
69261,1374
69314,1535
69324,214
69337,2143
69404,2837
69413,75
69451,319
69456,26
69474,431
69540,2422
69639,4268
69644,2137
69805,3657
69831,145
69843,2124
69880,1699
69991,1321
69992,94
70004,2100
70027,922
70028,874
70071,866
70100,2445
70108,2583
70124,1229
70193,16
70198,2802
70230,1510
70232,3534
70287,3379
70301,421
70350,1107
70364,412
70392,1025
70409,2858
70432,1847
70488,136
70500,2837
70513,1189
70522,408
70588,1149
70601,3997
70623,2017
70709,191
70717,1429
70797,684
70820,1545
70863,1407
70872,3623
70878,1352
70924,116
71036,173
71069,1747
71107,4762
71187,408
71210,902
71292,406
71354,103
71445,389
71521,3534
71640,1981
71643,3108
71651,3843
71674,2531
71686,1977
71689,1977
71691,225
71714,3508
71736,738
71772,3379
71938,485
72043,2459
72090,198
72095,1298
72183,1253
72215,342
72226,2218
72238,155
72494,2624
72549,914
72560,1545
72662,2459
72700,884
72727,193
72733,239
72771,3232
72777,1235
72864,2014
72880,562
72915,492
72916,492
72949,958
72965,641
72969,894
72977,3405
72994,765
73031,1523
73054,496
73067,2614
73083,507
73086,4735
73088,3379
73128,1565
73184,2596
73196,191
73233,537
73243,821
73329,2953
73333,1117
73388,828
73390,3643
73400,738
73466,1097
73477,1097
73543,1001
73601,4921
73606,924
73615,4992
73660,754
73661,206
73676,206
73719,132
73723,1229
73725,480
73765,650
73766,1705
73772,1792
73810,1286
73833,245
73891,4943
73898,2624
73912,585
73917,485
73922,16
73927,2531
73929,585
73933,585
73934,585
73937,472
73938,585
73952,1332
73966,406
73991,1417
74012,315
74013,2669
74023,1133
74029,1235
74034,983
74066,972
74160,3445
74163,305
74213,144
74217,1828
74249,743
74283,734
74289,3266
74313,973
74320,1214
74354,681
74439,738
74447,1789
74490,256
74491,950
74494,902
74497,255
74522,255
74550,119
74552,119
74639,197
74666,406
74703,641
74720,1359
74745,1374
74782,113
74788,340
74795,2531
74852,145
74862,1168
74895,408
74914,708
74921,1122
74972,4009
74997,3445
75000,484
75004,2445
75131,397
75155,514
75157,382
75169,1865
75175,2084
75183,675
75184,389
75245,173
75286,1151
75287,2837
75306,4337
75309,3113
75311,3113
75316,198
75366,2459
75422,366
75510,1001
75576,3615
75588,562
75600,2333
75731,143
75762,1510
75780,408
75789,1275
75808,3375
75824,324
75826,113
75848,1113
75851,3315
75858,184
75929,617
75935,562
75941,384
75966,1362
75969,752
76076,827
76087,2165
76174,366
76213,395
76246,1317
76261,884
76293,295
76302,3207
76457,72
76467,269
76514,2426
76557,680
76588,827
76608,1085
76615,1235
76728,2583
76799,832
76800,2094
76847,1141
76857,3518
76881,738
76908,6
76927,3643
76957,558
76984,463
77024,4508
77064,3643
77068,641
77102,1961
77110,3310
77207,14
77227,1119
77284,2802
77307,924
77320,3534
77328,866
77339,866
77445,2625
77453,2692
77458,1141
77482,259
77589,622
77701,408
77713,4305
77749,1417
77776,3949
77793,578
77823,445
77936,4198
77947,2614
77973,1399
78005,415
78028,193
78137,1410
78161,1180
78191,2141
78205,153
78242,3677
78311,1418
78359,1
78412,2222
78426,320
78474,397
78479,2615
78488,825
78497,258
78517,992
78534,1244
78535,566
78548,366
78553,905
78589,593
78652,821
78826,3845
78836,299
78849,3534
78875,4654
78909,370
78953,3962
78957,1721
78987,314
79070,3679
79164,2162
79227,406
79233,3915
79265,686
79273,686
79274,686
79348,675
79412,1141
79419,1510
79444,743
79489,2001
79503,2483
79592,362
79625,882
79662,2459
79671,1939
79705,1510
79772,587
79786,3080
79797,3964
79870,408
79895,922
79941,1489
80005,155
80013,193
80072,684
80116,762
80142,90
80144,4792
80153,453
80214,415
80221,1056
80272,394
80308,3447
80361,1271
80379,408
80392,2583
80426,840
80429,104
80433,1131
80442,882
80447,711
80512,1229
80532,4573
80563,1056
80680,526
80682,945
80737,412
80756,408
80778,245
80796,1113
80880,1321
80905,3534
80954,938
80999,395
81011,203
81019,1774
81042,1113
81071,4274
81128,4274
81150,3379
81166,1365
81205,519
81224,1495
81228,2143
81303,884
81327,3643
81346,331
81384,3657
81392,3534
81482,3387
81499,1981
81552,103
81591,686
81593,659
81599,476
81664,387
81790,1510
81858,2048
81900,967
81909,902
81957,825
81958,1961
82034,414
82064,142
82113,1782
82128,3534
82214,34
82225,1429
82240,577
82245,4
82276,950
82400,407
82457,795
82549,3419
82610,557
82648,267
82730,459
82823,3534
82894,304
82953,2815
82959,652
82995,843
83064,1001
83103,2680
83155,119
83218,2176
83252,406
83324,555
83334,555
83347,3574
83362,193
83365,366
83469,1235
83510,408
83556,1950
83592,2431
83599,652
83615,1407
83619,1721
83623,821
83649,2143
83762,914
83854,674
83856,674
83887,3232
83901,1599
83906,408
83941,63
83969,905
83996,3680
84016,1859
84026,1298
84055,887
84104,1429
84106,1374
84112,929
84217,285
84226,51
84239,1981
84256,1748
84285,408
84309,801
84342,258
84346,2094
84360,366
84370,1079
84384,691
84392,892
84409,829
