id,Labels
29915,1521
29929,603
29932,603
29933,603
30012,1937
30018,1302
30039,315
30093,2340
30137,3164
30155,297
30209,1229
30231,498
30322,2926
30348,375
30398,497
30510,113
30515,4721
30562,228
30565,71
30582,2977
30597,1214
30600,2650
30623,185
30627,1169
30644,377
30669,3437
30679,1167
30688,2340
30690,497
30704,1423
30750,558
30775,3409
30849,506
30877,19
30922,3069
30962,2340
30971,1264
31001,766
31014,43
31020,961
31054,1564
31061,923
31146,697
31150,1570
31152,1570
31173,973
31185,1214
31195,611
31197,942
31200,322
31264,1368
31305,417
31306,622
31348,213
31442,89
31455,236
31477,2975
31488,375
31591,790
31598,766
31673,664
31798,179
31816,498
31823,3848
31838,416
31894,941
31895,941
31915,3362
31935,3362
31949,2805
31953,405
31980,282
32015,77
32021,3010
32025,79
32026,2328
32065,34
32082,37
32100,375
32109,2195
32115,1500
32239,123
32290,1986
32428,1295
32446,857
32451,637
32499,4087
32514,2712
32531,48
32602,83
32631,2424
32686,2857
32688,1183
32702,927
32753,3257
32781,1490
32813,423
32818,423
32819,423
32821,423
32871,423
32873,423
32875,423
32877,423
32879,423
32880,423
32892,1612
32902,774
32953,4049
32975,792
32976,1516
33054,35
33081,802
33094,3198
33116,4534
33138,994
33175,3250
33191,2580
33227,2405
33251,1808
33301,4570
33310,192
33345,2012
33371,376
33373,846
33374,278
33379,33
33492,1842
33528,3077
33551,368
33563,1214
33603,2257
33710,2340
33741,101
33771,404
33775,2208
33791,1326
33799,1718
33803,638
33812,1539
33850,67
33895,114
33957,3440
33959,672
33972,926
34011,3224
34069,318
34108,553
34120,368
34204,785
34250,375
34262,1986
34344,2208
34379,1232
34448,583
34464,2170
34477,506
34496,1072
34532,1212
34580,1264
34594,49
34635,4570
34701,945
34711,3714
34799,2042
34802,2042
34813,3737
34844,3207
34869,716
34871,558
34883,1483
34895,497
34937,375
35036,175
35067,2340
35072,4694
35073,1214
35074,4615
35096,3584
35115,182
35191,639
35213,675
35237,662
35242,785
35284,492
35308,2340
35446,4060
35455,1023
35470,3150
35472,746
35504,1302
35571,638
35590,411
35615,603
35633,3077
35642,37
35651,436
35684,4220
35725,4615
35814,1647
35815,1950
35867,1856
36062,633
36150,887
36169,2847
36205,1506
36212,520
36240,1225
36397,408
36516,283
36521,2157
36530,3027
36535,161
36581,12
36628,558
36638,200
36678,391
36684,517
36712,585
36734,1717
36737,688
36793,611
36802,400
36843,206
36892,730
36893,259
36956,1246
37099,716
37101,1795
37145,122
37216,870
37268,100
37312,563
37313,259
37316,350
37345,1204
37375,1214
37384,517
37456,33
37470,1023
37475,904
37532,3714
37555,4060
37664,473
37672,4962
37761,77
37829,1208
37848,41
37874,729
37883,4570
37888,162
37913,1326
37922,594
37960,2114
38006,2242
38009,973
38037,3235
38071,2074
38076,1477
38085,331
38132,3714
38162,2042
38185,478
38200,1967
38265,1808
38325,3069
38435,3886
38444,2698
38463,4294
38476,439
38480,1771
38504,966
38545,1932
38581,667
38671,2340
38673,552
38714,792
38731,182
38783,3515
38822,598
38836,2810
38863,456
38867,1851
38893,3069
38926,822
38942,1511
38967,689
38970,1288
38972,246
38973,246
38974,246
38977,246
38978,246
38981,246
38982,246
38984,408
39024,916
39366,88
39526,1932
39537,466
39538,466
39539,466
39540,466
39542,466
39576,2730
39681,836
39840,934
40008,360
40009,634
40019,1214
40029,4220
40035,200
40104,2638
40110,14
40144,676
40150,926
40152,4087
40204,2930
40254,819
40257,92
40318,439
40319,259
40326,400
40330,259
40368,926
40389,1280
40396,477
40443,209
40507,819
40583,375
40656,915
40924,1254
40932,3724
40935,3197
41015,2845
41045,1221
41056,44
41073,3169
41105,1504
41151,3409
41185,1746
41190,1746
41233,1174
41246,1079
41256,63
41270,2208
41336,265
41377,2857
41404,2074
41520,4087
41697,1659
41702,1476
41743,2853
41775,1264
41783,2740
41803,2516
41885,947
41947,926
42018,2394
42023,24
42039,536
42046,1122
42080,1438
42128,1136
42131,2074
42149,638
42155,813
42176,1225
42216,1279
42223,273
42283,711
42284,2302
42346,17
42371,103
42420,2223
42473,2340
42482,3502
42560,675
42565,331
42617,1932
42687,125
42712,802
42714,2919
42732,276
42761,903
42769,3224
42805,972
42819,439
42826,34
42828,2024
42868,4231
42888,157
42904,1313
42921,3196
42977,114
42999,452
43038,707
43061,742
43137,4615
43171,485
43288,336
43379,1808
43424,223
43435,2400
43439,2400
43495,1732
43572,876
43606,4095
43657,118
43658,1354
43798,105
43881,610
43938,378
43967,359
44008,2845
44111,849
44277,1232
44291,732
44312,4794
44315,2377
44355,1184
44363,1229
44417,926
44426,141
44450,857
44502,32
44514,310
44578,1345
44613,429
44628,530
44688,3714
44696,4426
44770,3748
44778,583
44801,1870
44808,2531
44825,1280
44867,478
44908,2580
44945,779
45028,44
45101,845
45104,1708
45156,739
45157,739
45195,2366
45243,1395
45247,486
45252,1134
45287,1194
45292,561
45295,561
45338,2325
45362,2340
45393,4077
45422,2810
45501,644
45548,595
45555,2810
45559,1584
45561,2340
45600,4294
45625,200
45762,3714
45769,3196
45782,1214
45847,378
45879,1222
45922,934
45978,119
46091,1214
46170,3022
46192,647
46196,1004
46220,1922
46279,1214
46300,77
46365,1732
46370,3707
46382,254
46508,2340
46510,477
46515,329
46638,1174
46639,1214
46650,367
46696,1302
46703,637
46711,761
46728,1438
46734,926
46750,65
46754,2587
46774,2586
46901,789
46977,963
46990,33
47006,3568
47014,350
47053,221
47075,329
47098,221
47117,72
47156,306
47164,1584
47207,452
47276,2977
47347,1609
47375,4234
47395,391
47403,542
47444,4087
47476,1516
47494,141
47498,73
47521,842
47550,375
47559,439
47626,322
47657,204
47669,27
47682,2586
47694,2436
47706,1114
47744,2698
47750,2586
47768,475
47797,173
47863,1182
47912,1214
47917,1171
47930,285
47947,631
47961,4844
47988,766
47989,4541
48053,562
48086,3953
48099,282
48131,265
48189,1302
48207,707
48244,1627
48268,783
48340,4121
48359,439
48386,4065
48394,1708
48413,1400
48445,2089
48448,508
48464,3034
48467,34
48542,2213
48549,4541
48550,502
48627,1438
48712,695
48718,4346
48720,4346
48721,4346
48815,259
48825,2847
48881,945
48899,334
48933,338
48968,1659
49003,688
49011,926
49035,638
49061,1160
49082,1726
49098,230
49148,447
49151,1521
49211,842
49230,809
49243,746
49247,259
49251,926
49254,1077
49255,3707
49268,746
49271,168
49299,2213
49314,3150
49330,3381
49333,3714
49336,2362
49344,2853
49404,926
49424,2340
49502,7
49504,3726
49521,84
49529,647
49608,1904
49638,1279
49681,1280
49682,1046
49695,2511
49697,207
49701,1279
49712,1279
49737,377
49744,961
49756,246
49761,1539
49820,1486
49830,10
49948,2325
49952,3360
49986,119
49996,3472
50037,179
50066,2367
50077,276
50083,2531
50147,2820
50157,4095
50167,419
50197,84
50229,3996
50246,1436
50303,3953
50313,521
50387,2059
50406,2195
50459,207
50574,3224
50647,1923
50651,4234
50733,4087
50739,1035
50774,516
50803,2114
50856,282
50948,1778
50957,1162
50982,583
50999,1214
51078,1214
51103,553
51113,625
51116,938
51130,498
51142,611
51145,711
51157,2340
51162,552
51175,82
51187,213
51246,181
51254,452
51369,211
51371,3939
51382,3939
51393,246
51400,662
51467,3921
51493,1885
51511,1410
51601,1894
51603,1894
51607,1894
51609,1894
51611,1894
51613,1894
51614,1894
51615,1894
51616,1516
51617,1894
51619,2586
51621,1894
51625,3381
51660,105
51718,3933
51773,638
51830,2328
51882,1184
51893,422
51902,2340
51926,190
51935,638
51981,289
52005,228
52064,265
52092,4481
52159,1661
52177,364
52199,101
52213,547
52236,2302
52414,433
52427,1506
52500,1808
52511,2340
52577,2648
52588,1654
52589,1072
52602,296
52657,3198
52665,3027
52693,1233
52705,926
52713,2845
52785,2340
52787,21
52832,1567
52850,563
52859,231
52879,1204
52895,439
52939,3956
52944,2586
53000,33
53014,3257
53023,2531
53049,2140
53054,802
53069,961
53080,3465
53117,2698
53198,20
53201,926
53222,638
53293,2857
53331,353
53349,733
53416,711
53482,1069
53520,423
53522,3010
53528,968
53535,693
53541,1171
53560,3114
53577,2170
53596,422
53638,915
53654,724
53681,1609
53698,4534
53701,97
53833,2732
53841,228
53936,720
53958,2977
53978,561
54044,909
54074,3165
54159,119
54168,114
54178,2935
54182,108
54204,1504
54207,1922
54222,2044
54237,1150
54265,4570
54269,1067
54316,3150
54336,1242
54363,292
54375,1302
54424,499
54426,498
54528,275
54536,4294
54586,622
54592,498
54603,179
54773,787
54847,438
54865,3714
54882,33
54892,927
54908,651
54912,774
54949,1214
54958,1778
55017,486
55028,787
55043,2698
55047,3981
55057,352
55107,28
55243,3088
55312,1076
55386,265
55388,265
55457,12
55464,24
55481,101
55491,825
55494,2425
55591,1738
55637,1718
55648,885
55674,1346
55701,2845
55712,2006
55714,2972
55719,2006
55727,144
55735,1483
55884,2208
55907,1627
55931,790
56052,1539
56058,611
56155,1823
56208,1486
56222,804
56270,3730
56285,211
56335,200
56342,1647
56368,3362
56414,2074
56436,3842
56536,2002
56570,4779
56590,1279
56618,3568
56630,1202
56684,2845
56685,741
56688,945
56711,19
56713,452
56773,4618
56822,3224
56913,400
56946,263
56979,6
57001,199
57014,2567
57060,1647
57062,83
57073,1062
57116,322
57136,183
57166,927
57217,919
57289,1212
57325,3714
57365,243
57369,915
57383,265
57444,2634
57455,1343
57472,1646
57600,2580
57621,959
57636,1354
57643,378
57659,3250
57683,711
57685,3027
57722,1647
57748,4065
57824,52
57868,563
57920,39
58088,2549
58209,926
58350,3842
58392,4744
58422,4570
58441,1302
58469,84
58514,1293
58522,762
58633,173
58670,404
58675,157
58742,114
58799,1516
58829,2698
58848,2042
58875,1264
58894,903
58900,3707
58915,1214
58962,1264
58975,2580
58977,2580
58989,604
59093,3257
59102,755
59130,1717
59151,3515
59197,3714
59216,179
59217,3714
59223,141
59228,4570
59285,497
59313,558
59509,823
59514,858
59532,2340
59577,1946
59578,4077
59586,1841
59662,1229
59710,2567
59729,3237
59759,2340
59771,492
59813,160
59821,706
59908,1169
59912,2340
60002,1127
60022,1841
60074,517
60085,1615
60095,1556
60211,2340
60236,717
60243,253
60316,183
60344,417
60349,2698
60351,175
60426,3724
60469,50
60502,1467
60508,503
60516,783
60524,1326
60549,870
60559,2486
60593,153
60606,47
60607,47
60613,847
60627,2340
60643,47
60658,561
60667,405
60683,2875
60708,436
60709,3147
60779,439
60792,2930
60840,752
60856,4317
60866,3884
60897,1345
60937,845
60965,521
60967,1177
60979,100
61016,2074
61025,119
61091,12
61099,2531
61102,1440
61118,322
61142,1908
61148,646
61160,501
61167,1870
61178,2698
61182,2977
61195,391
61308,2135
61337,2376
61405,3022
61530,835
61571,175
61601,733
61602,2668
61731,2531
61872,885
61879,4087
61891,521
61894,843
61917,4666
61938,733
61963,1214
61988,995
62000,2089
62052,498
62080,118
62113,3466
62163,1214
62164,785
62211,1083
62212,3556
62296,2150
62352,4022
62427,1593
62450,1506
62494,427
62523,423
62554,146
62574,501
62586,2242
62603,228
62648,1031
62649,1031
62692,2549
62738,3150
62762,352
62812,643
62813,929
62816,926
62861,273
62867,17
62889,1264
62919,406
62937,183
62953,2425
62960,970
62962,516
62963,1584
62992,1365
63045,2208
63076,2194
63151,34
63176,667
63198,1661
63247,2511
63368,374
63369,1183
63371,1183
63381,3515
63483,439
63495,3707
63557,707
63572,74
63631,490
63647,1229
63725,347
63848,506
63856,787
63867,306
63874,638
63970,952
64051,1193
64131,1004
64191,587
64252,1894
64259,2142
64287,442
64291,802
64313,377
64429,375
64498,111
64539,3027
64572,3114
64638,3437
64741,418
64749,3114
64751,491
64777,676
64808,733
64869,1760
64879,497
64882,3088
64999,611
65000,3114
65002,789
65004,966
65008,2698
65021,1946
65047,810
65060,3254
65243,1842
65267,3724
65296,375
65312,12
65322,2531
65360,992
65390,817
65503,430
65513,1842
65534,2760
65561,693
65581,2213
65611,4861
65780,2400
65878,3748
65886,3437
65985,2231
65997,245
66017,400
66078,3237
66081,1078
66096,2698
66281,2296
66284,3224
66324,119
66334,11
66338,11
66395,915
66396,2853
66413,1422
66432,2740
66520,947
66574,1288
66620,1056
66628,1302
66647,1438
66653,59
66766,1136
66787,638
66791,161
66802,207
66845,459
66910,375
66912,165
67016,2340
67051,17
67055,622
67062,2222
67111,611
67152,593
67186,224
67190,1823
67221,2194
67232,1093
67316,329
67330,1009
67395,2698
67407,1214
67412,929
67416,10
67454,442
67464,2698
67485,945
67500,113
67537,752
67554,80
67555,80
67572,497
67586,2634
67608,2586
67614,2297
67616,2297
67617,2297
67618,2297
67619,2297
67627,3714
67649,2820
67672,819
67693,1476
67747,2654
67768,2325
67777,3150
67802,1214
67883,3022
67901,1665
67936,662
67958,245
67976,1498
67982,1302
67990,1232
68012,1279
68020,3584
68039,2208
68103,786
68113,1698
68116,34
68127,16
68131,729
68136,163
68139,248
68149,1511
68151,4624
68152,10
68164,2933
68214,4234
68257,3114
68266,498
68284,102
68372,3198
68430,823
68431,646
68489,378
68576,24
68582,481
68613,175
68641,617
68659,207
68704,1254
68757,2315
68765,689
68775,148
68779,1293
68823,1646
68852,1768
68871,2486
68880,819
68954,474
68955,2634
68969,1649
69001,9
69033,167
69059,104
69083,630
69201,1214
69216,1326
69255,2074
69261,4570
69314,1544
69324,2325
69337,2580
69404,938
69413,376
69451,664
69456,478
69474,152
69540,784
69639,3237
69644,689
69805,98
69831,562
69843,1077
69880,1018
69991,2810
69992,3724
70004,1749
70027,521
70028,19
70071,1183
70100,1293
70108,2857
70124,113
70193,200
70198,3409
70230,400
70232,3027
70287,3842
70301,1786
70350,2362
70364,3010
70392,436
70409,1208
70432,581
70488,167
70500,938
70513,3437
70522,1808
70588,2531
70601,279
70623,1230
70709,564
70717,456
70797,1177
70820,24
70863,90
70872,16
70878,600
70924,161
71036,17
71069,4806
71107,3943
71187,2340
71210,367
71292,439
71354,1771
71445,766
71521,3027
71640,3114
71643,4077
71651,2055
71674,857
71686,221
71689,221
71691,72
71714,3933
71736,1539
71772,3842
71938,259
72043,1214
72090,4234
72095,162
72183,3250
72215,1046
72226,2642
72238,322
72494,1615
72549,3707
72560,24
72662,1214
72700,282
72727,375
72733,849
72771,707
72777,44
72864,2600
72880,1647
72915,66
72916,66
72949,1170
72965,179
72969,234
72977,1858
72994,2899
73031,1510
73054,123
73067,794
73083,1400
73086,4248
73088,2074
73128,34
73184,204
73196,564
73233,502
73243,114
73329,2736
73333,993
73388,2689
73390,915
73400,1539
73466,539
73477,539
73543,2586
73601,3224
73606,433
73615,1870
73660,1440
73661,1716
73676,1716
73719,292
73723,113
73725,676
73765,858
73766,2366
73772,1726
73810,404
73833,585
73891,2679
73898,1615
73912,857
73917,259
73922,200
73927,857
73929,857
73933,857
73934,857
73937,429
73938,857
73952,2132
73966,439
73991,1204
74012,309
74013,1825
74023,635
74029,44
74034,169
74066,4460
74160,3953
74163,724
74213,1511
74217,1133
74249,7
74283,143
74289,1279
74313,1654
74320,2315
74354,1320
74439,1539
74447,1192
74490,1313
74491,119
74494,367
74497,1371
74522,1371
74550,139
74552,139
74639,128
74666,3202
74703,179
74720,1254
74745,4570
74782,84
74788,365
74795,857
74852,562
74862,667
74895,2340
74914,3996
74921,2461
74972,3198
74997,3953
75000,1421
75004,1293
75131,373
75155,450
75157,1646
75169,12
75175,77
75183,841
75184,766
75245,17
75286,1205
75287,938
75306,2304
75309,1665
75311,1665
75316,4234
75366,1214
75422,926
75510,2586
75576,141
75588,1647
75600,2002
75731,192
75762,400
75780,1808
75789,1153
75808,178
75824,622
75826,84
75848,2845
75851,2400
75858,802
75929,1380
75935,1795
75941,288
75966,1410
75969,1760
76076,563
76087,3034
76174,926
76213,182
76246,306
76261,282
76293,1738
76302,350
76457,185
76467,637
76514,406
76557,1718
76588,563
76608,1602
76615,44
76728,2857
76799,469
76800,688
76847,422
76857,3702
76881,1539
76908,906
76927,915
76957,276
76984,2394
77024,699
77064,915
77068,179
77102,2567
77110,2424
77207,498
77227,370
77284,3409
77307,433
77320,3027
77328,1183
77339,1183
77445,2237
77453,975
77458,422
77482,522
77589,636
77701,497
77713,2734
77749,1204
77776,3147
77793,2142
77823,989
77936,452
77947,794
77973,475
78005,1134
78028,375
78137,459
78161,1567
78191,2638
78205,2521
78242,578
78311,188
78359,144
78412,1069
78426,1698
78474,373
78479,936
78488,1612
78497,992
78517,842
78534,2760
78535,463
78548,926
78553,638
78589,43
78652,114
78826,3088
78836,995
78849,3027
78875,720
78909,1090
78953,3074
78957,1521
78987,206
79070,2008
79164,3362
79227,439
79233,2569
79265,1922
79273,1922
79274,1922
79348,346
79412,422
79419,400
79444,7
79489,311
79503,53
79592,264
79625,1664
79662,1214
79671,347
79705,400
79772,203
79786,1078
79797,212
79870,2340
79895,521
79941,413
80005,322
80013,375
80072,1177
80116,1727
80142,1516
80144,3765
80153,1937
80214,1134
80221,4426
80272,819
80308,4861
80361,312
80379,2340
80392,2857
80426,1174
80429,226
80433,625
80442,1664
80447,195
80512,113
80532,24
80563,4426
80680,712
80682,118
80737,3010
80756,1808
80778,585
80796,2845
80880,2810
80905,2178
80954,263
80999,182
81011,335
81019,1504
81042,2845
81071,3089
81128,3089
81150,2074
81166,1301
81205,2317
81224,2089
81228,2580
81303,282
81327,915
81346,1880
81384,98
81392,3027
81482,1291
81499,3114
81552,1771
81591,1922
81593,2044
81599,783
81664,45
81790,400
81858,391
81900,2615
81909,367
81957,1612
81958,2567
82034,49
82064,33
82113,119
82128,3027
82214,230
82225,456
82240,1326
82245,514
82276,119
82400,59
82457,438
82549,378
82610,2405
82648,1467
82730,52
82823,3027
82894,854
82953,1035
82959,835
82995,57
83064,2586
83103,1506
83155,139
83218,29
83252,439
83324,2489
83334,2489
83347,4158
83362,375
83365,926
83469,44
83510,2340
83556,826
83592,416
83599,835
83615,90
83619,1521
83623,114
83649,2580
83762,3707
83854,698
83856,698
83887,707
83901,534
83906,2340
83941,584
83969,638
83996,1212
84016,1102
84026,162
84055,4006
84104,456
84106,4570
84112,194
84217,73
84226,2213
84239,3114
84256,558
84285,2340
84309,1700
84342,992
84346,688
84360,926
84370,367
84384,823
