id,Labels
513,32319
514,26915
515,27455
517,54729
518,54813
520,7583
521,34499
522,26915
524,55152
534,55582
537,13167
538,32319
539,27209
540,26179
543,17112
545,4464
547,19332
548,17112
550,7179
557,7583
559,31257
561,14934
563,44542
564,51286
565,7583
566,7583
567,7583
568,44362
569,3874
573,45261
574,5838
575,14934
576,12107
577,14934
578,22048
579,19346
580,58203
581,64600
584,32313
586,32313
587,46031
588,32313
590,32313
593,46616
594,32313
596,14934
597,14934
598,44362
599,10040
600,31257
602,59293
606,44760
607,2946
608,46031
609,59640
610,12107
611,7583
612,3035
613,24840
615,27209
618,3874
619,64598
621,4464
622,51286
624,4464
625,60358
626,3874
629,27209
630,17112
632,5979
633,5838
634,18902
636,60894
637,1722
638,7179
640,51784
641,13666
642,45261
645,32313
646,10040
647,4464
649,13666
650,4464
651,44959
652,1045
653,27455
654,4464
655,42179
656,26916
658,19349
662,32319
664,24840
665,39332
666,17112
670,14934
676,14934
678,13666
681,12107
682,67815
683,14934
685,8523
687,42179
688,63325
690,21519
691,26916
692,10040
694,18902
695,2946
696,1722
697,4464
698,63802
700,63891
702,14934
704,27209
705,13666
707,19332
709,34485
710,13666
714,27209
716,27209
717,7583
719,7583
722,27209
723,5838
724,7583
726,63016
728,17240
731,7583
734,51286
735,3874
737,1722
738,7583
740,3874
741,27465
743,59949
744,4464
745,7583
746,27455
750,7583
752,6495
753,10040
754,22048
756,64600
757,7583
758,26916
762,51286
763,10040
765,18902
767,14934
768,7583
770,26916
771,32313
772,42863
775,34499
776,4464
777,44959
778,10040
779,31257
780,32313
781,44362
783,64598
785,64600
786,27465
787,64600
789,14934
792,67539
793,43402
795,32313
797,14934
800,6803
801,13167
802,27455
803,32319
805,51286
807,10040
808,32313
809,44760
810,27209
813,24551
814,7583
817,1722
818,14934
821,19346
822,68730
824,51784
826,14934
828,32319
829,3761
830,7583
834,19332
835,64600
837,4464
838,24551
840,14934
841,3874
842,64600
843,16375
845,1722
846,2946
849,3874
851,49381
852,69916
854,70003
856,21519
858,9520
860,14934
862,26916
863,3874
864,26916
865,26916
866,26916
868,26916
870,27209
871,4464
873,70659
874,34499
876,70731
878,19346
881,27465
885,27209
886,42179
887,26916
888,3874
889,3874
890,13666
892,32319
893,26142
894,42863
895,42863
896,71506
897,42863
898,13167
899,67815
900,4464
901,42863
902,27209
904,14934
905,44542
908,2946
910,7179
911,27465
912,27209
915,4464
918,9520
919,19346
921,27465
922,64600
924,12107
928,7583
929,7179
931,4464
935,5838
937,7179
938,3874
941,27209
942,46031
943,27465
945,32319
948,42863
951,64600
953,7583
955,19332
958,3035
959,5838
960,7583
962,7583
963,19346
964,27209
965,27209
966,44694
967,51176
968,1045
970,26916
971,3874
972,17112
973,18902
974,7583
975,7583
976,51122
977,51176
981,39332
982,3874
985,7583
986,7583
987,63016
989,14934
991,31257
998,75075
999,13167
1000,7583
1002,78
1006,198
1008,285
1009,9520
1011,377
1014,27465
1015,491
1017,531
1019,611
1022,724
1023,772
1025,790
1026,816
1028,898
1032,31257
1034,51176
1035,1722
1037,22048
1038,1274
1039,1308
1042,1388
1047,1542
1049,1600
1050,1636
1051,1676
1052,1636
1054,34485
1057,1600
1059,1913
1060,1636
1065,32319
1066,2149
1067,27455
1070,2289
1072,15031
1073,2354
1074,2397
1075,2436
1076,2149
1077,2515
1078,2571
1083,2705
1088,2857
1096,3140
1098,3060
1100,64600
1101,3329
1103,3389
1105,3453
1107,3517
1110,612
1111,27209
1112,3624
1113,3653
1114,3676
1117,3780
1119,3035
1120,3863
1122,3907
1123,3863
1125,3863
1126,61449
1128,2946
1131,67815
1133,4240
1135,4332
1136,3876
1137,4435
1140,7583
1141,4522
1143,27209
1147,7583
1148,4775
1151,4863
1153,4915
1156,5005
1157,5040
1158,5050
1159,34499
1160,42846
1162,5157
1163,5198
1164,5230
1165,2946
1166,5350
1167,5367
1169,5423
1170,5444
1172,3035
1173,5529
1175,5598
1177,5685
1178,5719
1179,5761
1180,5792
1181,32313
1183,5922
1184,5977
1186,6022
1188,6065
1189,5158
1192,6188
1200,6388
1201,4464
1203,3035
1204,6499
1205,7583
1206,6557
1208,6587
1210,6687
1212,6735
1213,6758
1214,6781
1218,4333
1220,6918
1221,3874
1223,6980
1224,6997
1226,39332
1227,7067
1232,7207
1235,7290
1237,4464
1239,2453
1245,7589
1246,7620
1249,7675
1250,7705
1251,7754
1252,27209
1255,2946
1261,8010
1262,7583
1263,8089
1268,8221
1269,4464
1272,26916
1273,8365
1274,8399
1275,8440
1277,8532
1278,8570
1279,7583
1280,8606
1282,8661
1283,27465
1284,27465
1285,8741
1287,8778
1288,8804
1290,8849
1291,8882
1293,8536
1295,8975
1298,9060
1299,9082
1302,3874
1304,3035
1306,7583
1307,9301
1308,3140
1309,9381
1310,26916
1311,7290
1312,26916
1314,51176
1315,5838
1316,9563
1318,9621
1319,9642
1322,9744
1323,4464
1325,9830
1328,9919
1329,9941
1330,9967
1331,4333
1332,4333
1333,9830
1334,4333
1336,10095
1337,44694
1338,5838
1339,38354
1340,7583
1342,4464
1344,4464
1346,4464
1348,10397
1349,10439
1351,10473
1352,10512
1354,10564
1356,10608
1357,4464
1358,14934
1359,10678
1362,8850
1367,3876
1370,10990
1371,11034
1372,3874
1376,4464
1377,11175
1379,11229
1380,7583
1382,3874
1383,11345
1386,11345
1391,11532
1393,5838
1394,11642
1398,11746
1399,3907
1401,11819
1402,11852
1403,11884
1404,11900
1405,10397
1407,51286
1408,3874
1409,11746
1413,13167
1415,9484
1418,7583
1419,12302
1420,3874
1421,7583
1422,12387
1423,12403
1425,11345
1426,12107
1427,12505
1430,198
1433,7583
1437,49032
1438,8089
1439,12827
1440,12850
1441,1045
1442,12913
1443,12963
1444,4366
1446,25188
1447,13059
1448,59949
1450,8399
1451,8399
1452,7583
1453,7583
1454,3874
1456,2946
1457,13331
1461,13424
1462,13446
1464,7583
1465,59949
1468,6803
1469,13601
1471,27209
1472,13665
1473,13696
1474,27209
1475,13750
1476,13331
1477,13331
1478,7583
1483,8440
1484,3874
1486,7583
1489,9563
1490,14056
1491,26916
1492,10040
1493,14130
1494,3874
1497,14241
1498,14269
1500,14316
1501,10040
1502,51286
1503,47947
1504,8536
1505,13331
1506,7583
1507,13665
1509,14571
1512,8523
1514,13331
1515,10040
1516,14689
1518,1638
1519,14758
1520,4333
1522,6436
1523,9484
1524,4333
1526,9991
1529,11289
1530,15013
1533,4333
1536,15147
1537,4464
1541,15274
1542,8010
1546,1696
1547,10040
1548,1638
1550,15532
1553,4464
1555,13666
1558,13666
1559,19346
1560,10040
1561,15785
1562,15794
1563,9520
1566,14934
1568,14934
1571,16004
1575,5158
1580,16193
1582,16226
1585,16297
1588,16366
1589,16393
1591,34486
1593,16484
1595,4464
1596,12107
1598,16366
1599,1722
1600,46031
1602,14934
1603,16681
1608,16772
1609,10040
1611,16824
1612,10040
1613,16873
1614,7583
1615,3874
1616,9520
1618,22048
1619,27465
1620,31257
1623,5444
1624,9060
1625,14412
1627,17247
1629,8939
1631,8939
1633,26916
1635,16375
1637,8661
1638,9484
1639,17533
1640,8661
1641,17533
1644,17635
1645,26240
1647,9563
1648,6436
1649,3874
1651,14934
1652,17797
1653,14934
1654,14415
1655,3874
1658,3874
1659,3389
1661,7583
1662,7583
1663,4464
1664,17240
1665,13167
1667,795
1670,14412
1671,18195
1672,18238
1673,7583
1674,10040
1677,14079
1678,8849
1679,8849
1681,8849
1682,18477
1683,45261
1684,14412
1685,18542
1687,18542
1689,13167
1692,7179
1696,14934
1697,1722
1698,18786
1700,18852
1703,9941
1704,14934
1705,18951
1709,18902
1711,11289
1714,3874
1716,13666
1717,19215
1719,3874
1720,7583
1721,19324
1722,14416
1723,19346
1724,64600
1725,19324
1728,1378
1731,9830
1732,19536
1733,19567
1735,64600
1736,19625
1738,18902
1740,7583
1741,7583
1745,19800
1747,1722
1749,16226
1750,19901
1751,19651
1752,5838
1754,7583
1755,7583
1756,3876
1758,20136
1761,26916
1762,20195
1768,19332
1773,4464
1775,7179
1776,20444
1781,64600
1782,9919
1783,20622
1784,7583
1785,10117
1787,20692
1788,64600
1791,51
1793,20839
1795,3874
1796,20894
1797,20902
1798,1388
1800,13331
1801,20993
1803,6436
1804,21044
1806,21107
1808,21133
1809,7583
1814,8089
1817,7290
1819,14934
1820,14934
1821,4366
1822,21416
1823,59949
1825,21478
1827,3874
1829,21563
1830,21607
1831,21622
1832,21636
1836,21729
1838,4464
1839,5838
1841,5838
1842,7583
1843,4464
1844,59949
1845,21904
1846,21920
1849,6980
1850,21988
1851,4915
1852,22021
1853,22049
1857,17240
1858,22128
1859,22152
1861,22194
1864,2946
1865,3874
1867,12403
1870,22388
1871,21519
1872,5838
1873,4464
1874,22480
1875,8939
1878,22558
1880,8852
1881,8939
1883,22687
1884,21519
1885,7583
1886,7583
1887,4464
1895,18902
1897,22983
1898,14412
1899,1696
1902,10040
1904,7408
1907,43402
1908,2946
1909,32319
1911,9920
1912,7409
1918,7583
1919,5838
1920,1638
1921,23422
1923,14934
1924,7583
1925,1638
1926,23529
1928,23560
1929,6588
1931,7409
1935,23677
1936,8440
1937,23252
1938,23733
1939,64598
1940,23768
1943,2946
1945,7583
1946,3874
1947,5838
1948,23918
1951,23981
1953,10678
1955,24055
1957,10040
1958,24110
1959,14934
1962,24194
1963,24204
1965,24254
1967,7583
1969,1722
1971,3874
1972,1045
1974,3874
1975,2946
1976,10356
1978,24254
1979,22048
1980,24536
1981,24547
1984,3874
1985,12107
1986,32313
1987,5838
1988,6803
1989,3060
1990,6436
1993,24847
1994,24864
1995,14934
1996,7583
1997,1045
1998,9520
1999,1045
2000,22048
2001,5838
2002,13167
2005,2946
2007,2322
2008,25110
2009,14934
2014,19346
2018,25275
2019,25289
2023,7583
2027,14934
2029,4522
2030,7583
2031,7583
2032,2946
2034,4464
2038,3874
2040,25651
2043,12107
2044,8010
2046,25738
2047,3874
2049,19332
2050,25794
2051,7583
2052,13167
2053,17112
2054,6475
2055,13666
2057,14447
2058,8806
2060,14934
2063,25976
2064,25985
2067,2946
2068,13167
2069,26064
2070,3874
2072,9520
2073,19346
2074,26160
2075,18053
2077,26203
2079,3874
2081,7179
2082,11289
2085,26349
2086,3874
2089,26454
2090,3060
2091,3907
2092,13601
2099,46031
2100,27465
2102,30443
2104,7179
2105,3876
2106,22048
2107,14934
2110,26835
2116,34486
2117,50949
2118,26978
2119,13167
2120,14934
2121,9520
2123,59844
2125,27079
2126,27095
2127,13167
2130,27191
2131,7583
2132,27229
2133,9484
2134,27262
2135,63016
2136,27337
2137,19332
2138,1378
2141,27209
2144,27496
2145,22048
2147,27536
2148,13331
2149,26916
2150,3874
2151,3874
2152,17112
2154,12107
2159,27738
2161,7583
2165,14934
2169,27875
2171,12107
2173,7179
2174,7583
2176,6803
2177,18902
2178,7583
2179,9563
2181,7583
2182,13666
2183,13666
2186,15015
2187,13666
2188,5838
2189,5838
2190,4464
2194,28292
2196,3761
2197,13666
2199,8336
2200,25474
2201,5838
2203,27209
2208,28509
2210,13750
2211,14934
2212,14934
2213,28600
2215,3035
2216,8540
2219,17240
2222,12107
2223,14934
2224,4464
2227,3874
2229,2946
2230,28902
2231,17112
2233,59340
2234,34485
2236,3874
2238,1676
2241,4464
2245,16366
2246,29188
2247,29210
2249,44760
2256,29341
2259,6436
2260,64600
2264,64600
2265,22048
2267,13167
2268,46616
2269,3874
2272,4333
2274,29605
2276,59949
2277,29649
2279,13666
2281,5896
2283,14934
2285,7583
2286,3060
2288,8089
2294,4464
2296,7135
2298,41817
2300,22048
2301,7583
2302,8536
2303,64600
2305,14415
2308,17112
2312,30169
2313,7583
2314,19332
2315,25474
2317,17240
2321,30290
2323,26142
2325,6495
2326,22048
2327,7583
2328,27209
2331,26142
2334,3676
2336,51176
2337,8089
2338,18902
2339,14934
2341,14934
2343,26102
2345,9484
2348,30649
2349,7207
2350,13167
2352,30731
2354,31257
2356,10678
2358,26102
2359,8089
2361,12107
2363,9520
2364,13666
2365,4366
2366,22048
2367,1638
2369,9180
2371,3140
2378,31069
2379,7179
2380,5838
2381,1722
2382,4915
2384,31153
2385,31157
2391,7179
2392,24551
2394,2946
2395,27455
2397,4366
2398,7583
2400,27209
2403,31401
2411,31482
2412,7583
2415,8089
2416,13167
2417,22048
2418,9484
2419,31626
2421,4464
2422,4464
2423,14934
2424,19346
2425,31722
2426,22048
2429,4464
2430,3874
2432,3874
2434,19346
2439,27465
2441,31958
2443,7179
2444,27465
2445,7583
2448,32085
2449,27209
2450,3874
2452,7583
2453,7179
2454,32173
2458,4464
2459,64600
2461,19349
2462,9484
2463,4366
2464,9563
2465,13167
2466,32351
2467,3874
2468,27209
2469,7583
2470,4464
2471,3874
2475,14934
2476,32469
2477,32475
2478,1378
2479,3874
2481,32519
2483,5838
2484,4464
2486,32590
2487,9563
2491,17112
2492,6803
2495,7583
2496,7179
2497,32694
2498,22048
2499,10678
2501,3874
2503,14934
2505,32803
2508,3874
2509,198
2511,3453
2515,7583
2517,32937
2518,64600
2523,10040
2524,32313
2525,33029
2527,3761
2530,1722
2531,5838
2533,17294
2534,7583
2535,31257
2537,3035
2538,44760
2540,19625
2541,19346
2543,63016
2544,27209
2545,7179
2546,7583
2548,33304
2549,14934
2550,13666
2551,27209
2552,14934
2553,27209
2554,13666
2555,14882
2556,33442
2557,2946
2558,1045
2562,27209
2565,7179
2567,7583
2571,10678
2572,7583
2573,27465
2574,63016
2575,3761
2576,6436
2577,10678
2578,1696
2579,17240
2584,7583
2586,7583
2587,3874
2588,33882
2589,14934
2592,7583
2597,17112
2598,14934
2599,22152
2601,34006
2602,34014
2603,17112
2605,14934
2606,27209
2607,7583
2612,7583
2613,33442
2614,13059
2618,34240
2621,23076
2622,3874
2624,23505
2625,34349
2626,7583
2627,34382
2628,1638
2629,34421
2631,34437
2637,27209
2640,15795
2641,34582
2643,34601
2648,34678
2650,34703
2651,10040
2652,7583
2655,24840
2657,34499
2658,1722
2661,7583
2662,4464
2663,7179
2665,13167
2666,17240
2667,34891
2669,34382
2671,9520
2672,27465
2673,7290
2674,9520
2679,21519
2681,1722
2682,34499
2683,5838
2685,14934
2686,3874
2687,17295
2689,21044
2691,35524
2692,35155
2694,32313
2699,24254
2700,27209
2701,7583
2702,10678
2703,22048
2704,3874
2705,35334
2707,2149
2708,46031
2709,44760
2711,17295
2715,27465
2716,11289
2718,32313
2719,35481
2720,17294
2721,35505
2722,31257
2723,35532
2724,4333
2725,31257
2728,35582
2730,35611
2731,2149
2732,19332
2734,14934
2735,32313
2737,5158
2739,17112
2741,9520
2742,7179
2743,1696
2746,26916
2747,9830
2748,5158
2749,7583
2750,14934
2751,4333
2753,4464
2754,6803
2757,10040
2758,16484
2759,32313
2760,35984
2761,13167
2762,14934
2764,1638
2765,32319
2767,4333
2768,12107
2769,4464
2770,26875
2771,34499
2773,4464
2775,13666
2776,1722
2777,3035
2778,7583
2779,2946
2780,14934
2781,27465
2783,8536
2785,6781
2788,6436
2792,22048
2795,7583
2797,494
2798,3874
2799,7583
2801,32937
2803,1638
2806,14934
2807,36564
2808,45261
2814,4464
2815,44760
2816,14934
2818,13331
2819,9060
2821,12107
2822,36732
2824,3874
2825,14934
2826,17295
2830,13666
2831,26915
2834,36885
2840,30027
2843,10040
2844,13167
2847,4464
2848,7583
2849,734
2850,3874
2852,4867
2854,17240
2855,37160
2856,31257
2858,5838
2861,37160
2862,6436
2864,37160
2865,37160
2866,26916
2870,14934
2871,19332
2873,37160
2874,1722
2875,37160
2876,37357
2878,7583
2882,37460
2883,14934
2885,13666
2886,32313
2888,37547
2890,4464
2891,4464
2892,32313
2893,37611
2894,27465
2895,8523
2896,19346
2901,63016
2903,26916
2904,14934
2905,13666
2907,14934
2909,7583
2910,5896
2911,795
2912,37814
2917,37871
2920,3874
2921,27465
2922,19346
2924,3874
2926,64600
2927,8012
2928,14934
2930,19349
2931,51982
2933,10040
2934,1722
2935,7583
2938,16202
2939,27465
2944,16375
2946,26142
2948,6436
2952,25175
2953,38282
2954,7583
2955,8942
2956,27346
2957,1378
2959,27470
2960,3874
2961,27465
2963,13750
2964,38392
2965,7583
2966,13167
2967,3874
2968,27465
2969,4464
2970,27465
2971,27209
2974,38515
2977,14934
2978,3140
2979,9180
2980,2946
2981,26142
2983,22048
2986,14934
2988,27209
2989,38653
2990,64600
2991,38684
2993,3761
2995,31257
2997,3874
2998,38654
3001,44362
3002,3874
3003,3876
3004,3035
3008,27465
3009,30941
3011,38908
3012,33006
3013,2946
3017,38960
3018,25175
3021,3874
3023,9518
3025,7583
3026,3874
3029,44760
3030,14882
3031,25474
3032,7583
3035,13666
3036,7583
3040,2946
3041,26179
3046,7583
3047,39284
3049,14727
3050,39303
3051,32319
3055,27209
3058,13666
3060,39394
3062,3874
3064,7179
3065,44362
3066,4464
3069,39497
3070,39507
3071,3035
3073,27455
3075,1722
3076,6803
3077,39569
3078,7290
3079,39599
3080,10040
3081,39628
3082,39637
3084,10678
3085,5838
3086,13666
3087,39667
3088,39680
3089,6436
3092,39719
3093,13059
3095,44694
3096,24509
3097,10678
3098,10040
3099,39773
3100,39784
3102,39807
3103,39825
3104,39828
3108,46031
3109,32313
3110,32313
3111,27465
3113,198
3114,34499
3117,4782
3119,6436
3120,39994
3121,4464
3122,15147
3123,19349
3125,18017
3126,4464
3129,26915
3131,13666
3132,3874
3133,4464
3135,5838
3136,1045
3137,34486
3138,40195
3139,1722
3140,27209
3141,27209
3143,8523
3145,35524
3146,34486
3149,31257
3154,3761
3155,27209
3156,40409
3157,9520
3161,14934
3162,31257
3163,4366
3164,32313
3165,13666
3167,12107
3168,5838
3169,14934
3170,44760
3171,27209
3172,31257
3173,44760
3174,31257
3176,31257
3177,14934
3179,18053
3180,7583
3181,1722
3182,40674
3185,13331
3189,40758
3191,4464
3195,40845
3196,4464
3197,19346
3200,17240
3201,51982
3203,3874
3204,2322
3206,3874
3208,3874
3210,7583
3212,21519
3213,27465
3216,7583
3217,3035
3219,3874
3220,1722
3221,27209
3222,34499
3224,4464
3226,7135
3227,19625
3228,3874
3229,7179
3231,7179
3232,14934
3233,1722
3234,8440
3235,9830
3236,7583
3237,1722
3238,34499
3239,34485
3241,41263
3242,19346
3244,4464
3245,41309
3246,42179
3247,41320
3250,3874
3251,25474
3252,41364
3256,734
3259,41435
3260,4464
3261,13167
3263,41480
3268,5838
3269,14934
3270,41542
3271,17112
3274,3874
3275,32902
3277,13331
3278,41626
3280,41654
3283,14934
3284,34499
3287,14882
3288,13167
3289,17112
3293,3874
3295,27209
3296,1722
3298,7583
3299,27465
3301,7179
3302,19625
3303,3874
3304,41839
3306,4464
3307,34485
3308,7583
3310,7583
3311,59949
3312,41309
3314,14934
3315,27209
3316,30443
3319,1378
3320,4867
3321,13666
3322,4464
3324,19332
3325,14934
3327,2399
3329,4464
3330,14934
3331,17112
3332,6436
3333,42139
3334,42152
3337,6588
3338,22048
3340,13167
3341,13167
3342,13167
3344,12107
3345,59844
3350,7583
3352,24551
3353,9484
3359,4464
3361,3874
3362,13666
3363,42416
3364,42432
3365,14323
3367,25188
3369,27465
3370,30443
3373,14662
3374,13167
3375,7583
3376,42179
3377,7583
3378,2946
3379,24840
3380,27465
3382,14934
3384,3874
3385,6436
3391,3874
3392,67815
3398,3874
3400,42722
3402,1638
3403,24840
3405,1638
3408,4464
3409,27465
3410,1638
3414,1638
3415,3874
3417,7583
3418,42914
3419,6803
3420,4333
3421,4464
3423,18586
3424,10040
3425,19346
3427,4464
3428,3035
3429,27465
3430,14934
3431,4464
3432,7583
3433,26915
3435,27209
3438,14934
3439,4464
3440,16375
3442,21729
3443,7179
3444,17112
3447,3874
3449,3874
3450,3874
3451,27209
3452,12107
3454,43225
3455,26889
3456,43248
3458,27209
3459,26142
3460,734
3464,43299
3466,2946
3468,17112
3469,1696
3470,4333
3471,7583
3472,3874
3474,4464
3475,5838
3477,64598
3479,64598
3480,49032
3481,19625
3482,5838
3485,1638
3486,1640
3489,3874
3490,27209
3493,1640
3499,23681
3500,43658
3501,23681
3504,37160
3506,43696
3507,4464
3508,9563
3509,43725
3510,44694
3511,10117
3512,58444
3514,3874
3516,43777
3518,27209
3520,3907
3522,27465
3523,3907
3525,58444
3526,33006
3530,1378
3531,4464
3532,3874
3533,43904
3534,12784
3535,7583
3536,13666
3537,23681
3539,6495
3540,8440
3542,43974
3543,27465
3545,7754
3547,35524
3549,14079
3550,44078
3551,10034
3552,44099
3553,17112
3554,44120
3555,44135
3558,1638
3560,10678
3566,44226
3568,19805
3569,7583
3570,25474
3571,32313
3572,44281
3573,9180
3575,26916
3577,26916
3578,44319
3580,6868
3583,44358
3585,19346
3587,3874
3588,13666
3590,6980
3591,42843
3592,26916
3594,27209
3596,14934
3599,5838
3600,6436
3601,12107
3602,27209
3604,24110
3611,25474
3612,7583
3614,2946
3615,14934
3616,34499
3617,39332
3618,15147
3619,13666
3620,7583
3622,17295
3623,44670
3624,44683
3626,9520
3627,7179
3630,19346
3632,12107
3633,14934
3634,44777
3639,13167
3640,7583
3641,19625
3643,33368
3646,2946
3647,27465
3649,27465
3650,4464
3651,6803
3654,2946
3655,27465
3656,14934
3657,7583
3658,6436
3659,31257
3663,8440
3664,14934
3670,34485
3671,34485
3672,7290
3674,45105
3676,7207
3677,3140
3679,17433
3681,7583
3686,14934
3687,14934
3688,1045
3691,45236
3693,45267
3694,3874
3695,4464
3696,45287
3701,46031
3702,27209
3705,3874
3710,12107
3713,5838
3715,45423
3717,45447
3718,13666
3719,22048
3721,19332
3722,4333
3723,32313
3724,4464
3725,45510
3727,18902
3729,59340
3730,45560
3731,13666
3733,45261
3737,4464
3739,7583
3740,45626
3741,1722
3744,5838
3746,5838
3747,9484
3748,2160
3750,13331
3751,13666
3752,3874
3753,1638
3754,4464
3755,12107
3756,7409
3757,23107
3758,45759
3759,45768
3761,34499
3762,9518
3764,1638
3766,4464
3769,5838
3771,11034
3772,34499
3775,45908
3778,7583
3779,3874
3780,4464
3781,45941
3783,5838
3784,27465
3785,18902
3786,26875
3787,3874
3788,26142
3790,9518
3791,43402
3793,46020
3795,2322
3796,63016
3797,19332
3799,17112
3800,34485
3801,46096
3806,4464
3807,46141
3809,3761
3813,8536
3814,7583
3816,51176
3819,19568
3821,5838
3823,5838
3824,7583
3825,3874
3827,27465
3828,4464
3829,19346
3830,46325
3831,1045
3832,4464
3833,3389
3835,18920
3836,198
3838,7583
3839,3874
3841,46432
3842,64600
3844,3876
3848,46488
3849,14934
3850,7583
3853,26877
3855,17112
3857,3874
3858,14934
3859,13331
3861,14934
3863,32313
3866,7583
3867,13331
3870,13666
3872,6495
3874,45630
3875,13167
3877,46616
3878,6803
3879,46700
3882,46616
3883,46740
3889,46763
3890,24840
3892,46784
3893,40846
3898,64598
3901,27209
3902,9520
3903,27465
3909,1378
3912,8440
3914,10040
3915,7583
3916,17240
3920,14934
3921,7583
3922,10040
3924,6436
3925,14934
3927,10040
3930,5838
3932,7583
3933,19568
3935,6495
3940,14934
3942,7179
3943,19346
3944,59655
3946,4464
3947,2946
3948,45261
3951,27095
3952,4464
3954,47236
3955,55174
3956,4464
3959,18902
3961,14934
3964,2946
3966,10040
3967,3874
3968,47319
3969,47326
3970,47319
3971,3874
3973,34485
3974,47389
3975,1045
3976,47389
3978,7409
3980,47427
3981,47418
3982,7583
3983,1722
3984,4464
3985,37160
3987,44760
3988,10040
3989,10040
3990,5838
3991,9484
3992,7583
3993,10040
3995,7409
3996,27455
3997,46031
3999,7754
4002,17240
4004,7583
4005,38354
4006,8536
4007,8536
4008,7583
4010,47655
4014,47681
4015,21904
4016,27465
4018,26916
4019,47712
4022,4464
4023,8850
4024,8536
4026,8850
4027,14079
4028,8540
4029,8536
4030,27465
4031,8850
4032,111
4033,23716
4034,6436
4035,26916
4036,23681
4037,64600
4038,5838
4039,27209
4040,7409
4041,6436
4042,20993
4043,4464
4044,23681
4047,4464
4048,5896
4050,7179
4054,47976
4056,13167
4058,13666
4060,19332
4062,32313
4063,64598
4067,48080
4068,2946
4069,14934
4070,6980
4071,27209
4072,7583
4076,44670
4077,14934
4078,4464
4082,31257
4085,14758
4086,18053
4087,46616
4089,32085
4090,8939
4092,27465
4093,48255
4094,34499
4095,17112
4099,27209
4100,1722
4101,14934
4102,48328
4103,4464
4104,48341
4105,9941
4107,7583
4109,48376
4110,3874
4115,5838
4116,7179
4117,24058
4119,1600
4120,7583
4122,19346
4123,48474
4124,7179
4125,3874
4127,26142
4129,48530
4132,53921
4135,34499
4138,51784
4139,48577
4140,3874
4141,1722
4143,4464
4145,14934
4146,48613
4150,5165
4151,3874
4152,14934
4154,27209
4155,32319
4156,4464
4158,7583
4161,5838
4162,13666
4164,7583
4165,59671
